,session_id,timestamp,user_id,product_id,event_type,offered_discount,hour,weekday,city,gender,category_path,price,price_log,cat_1,event_count,end_with_purchase
64,100016,2021-01-25 22:20:40,102,1285,0,15,22,Monday,Police,F,2,82.99,1.9190257645873603,Sprzęt RTV,1,1
65,100016,2021-01-25 22:22:41,102,1288,0,15,22,Monday,Police,F,2,119.0,2.075546961392531,Sprzęt RTV,2,1
66,100016,2021-01-25 22:23:03,102,1288,1,15,22,Monday,Police,F,2,119.0,2.075546961392531,Sprzęt RTV,3,1
67,100017,2021-04-15 16:58:09,102,1283,0,0,16,Thursday,Police,F,0,99.99,1.9999565683801925,Sprzęt RTV,1,1
68,100017,2021-04-15 16:58:33,102,1283,1,0,16,Thursday,Police,F,0,99.99,1.9999565683801925,Sprzęt RTV,2,1
69,100019,2021-03-14 20:22:33,102,1056,0,0,20,Sunday,Police,F,7,29.99,1.476976465759527,Gry i konsole,1,0
70,100019,2021-03-14 20:22:40,102,1054,0,0,20,Sunday,Police,F,7,32.99,1.518382315545344,Gry i konsole,2,0
71,100019,2021-03-14 20:25:07,102,1052,0,0,20,Sunday,Police,F,7,78.9,1.8970770032094204,Gry i konsole,3,0
72,100019,2021-03-14 20:27:20,102,1051,0,0,20,Sunday,Police,F,7,76.9,1.885926339801431,Gry i konsole,4,0
73,100019,2021-03-14 20:31:04,102,1049,0,0,20,Sunday,Police,F,7,17.9,1.252853030979893,Gry i konsole,5,0
74,100019,2021-03-14 20:32:38,102,1057,0,0,20,Sunday,Police,F,7,19.99,1.300812794118117,Gry i konsole,6,0
75,100019,2021-03-14 20:36:29,102,1050,0,0,20,Sunday,Police,F,7,37.9,1.5786392099680724,Gry i konsole,7,0
76,100020,2021-02-08 18:57:32,102,1276,0,0,18,Monday,Police,F,9,1816.97,3.259347756729049,Komputery,1,1
77,100020,2021-02-08 18:59:03,102,1277,0,0,18,Monday,Police,F,9,2317.02,3.3649297825392854,Komputery,2,1
78,100020,2021-02-08 19:00:06,102,1277,1,0,19,Monday,Police,F,9,2317.02,3.3649297825392854,Komputery,3,1
79,100021,2021-01-14 20:36:25,102,1001,0,20,20,Thursday,Police,F,4,58.97,1.7706311277778066,Telefony i akcesoria,1,1
80,100021,2021-01-14 20:38:23,102,1001,1,20,20,Thursday,Police,F,4,58.97,1.7706311277778066,Telefony i akcesoria,2,1
81,100022,2021-03-30 17:25:47,102,1035,0,0,17,Tuesday,Police,F,10,2199.9,3.342402939715273,Telefony i akcesoria,1,1
82,100022,2021-03-30 17:26:34,102,1067,0,0,17,Tuesday,Police,F,10,207.33,2.316662147688631,Telefony i akcesoria,2,1
83,100022,2021-03-30 17:30:20,102,1067,1,0,17,Tuesday,Police,F,10,207.33,2.316662147688631,Telefony i akcesoria,3,1
84,100023,2021-03-02 13:58:45,102,1288,0,10,13,Tuesday,Police,F,2,119.0,2.075546961392531,Sprzęt RTV,1,1
85,100023,2021-03-02 13:59:30,102,1291,0,10,13,Tuesday,Police,F,2,168.79,2.227346713181426,Sprzęt RTV,2,1
86,100023,2021-03-02 14:03:46,102,1284,0,10,14,Tuesday,Police,F,2,49.9,1.69810054562339,Sprzęt RTV,3,1
87,100023,2021-03-02 14:06:52,102,1289,0,10,14,Tuesday,Police,F,2,129.0,2.110589710299249,Sprzęt RTV,4,1
88,100023,2021-03-02 14:10:39,102,1287,0,10,14,Tuesday,Police,F,2,129.0,2.110589710299249,Sprzęt RTV,5,1
89,100023,2021-03-02 14:12:35,102,1286,0,10,14,Tuesday,Police,F,2,59.99,1.778078861937455,Sprzęt RTV,6,1
90,100023,2021-03-02 14:15:08,102,1293,0,10,14,Tuesday,Police,F,2,44.99,1.6531159931655668,Sprzęt RTV,7,1
91,100023,2021-03-02 14:16:40,102,1285,0,10,14,Tuesday,Police,F,2,82.99,1.9190257645873603,Sprzęt RTV,8,1
92,100023,2021-03-02 14:19:55,102,1292,0,10,14,Tuesday,Police,F,2,189.0,2.2764618041732443,Sprzęt RTV,9,1
93,100023,2021-03-02 14:23:32,102,1290,0,10,14,Tuesday,Police,F,2,169.0,2.2278867046136734,Sprzęt RTV,10,1
94,100023,2021-03-02 14:26:23,102,1290,1,10,14,Tuesday,Police,F,2,169.0,2.2278867046136734,Sprzęt RTV,11,1
95,100024,2021-01-30 02:28:37,102,1049,0,0,2,Saturday,Police,F,7,17.9,1.252853030979893,Gry i konsole,1,0
96,100024,2021-01-30 02:33:30,102,1056,0,0,2,Saturday,Police,F,7,29.99,1.476976465759527,Gry i konsole,2,0
97,100024,2021-01-30 02:35:46,102,1054,0,0,2,Saturday,Police,F,7,32.99,1.518382315545344,Gry i konsole,3,0
98,100024,2021-01-30 02:38:04,102,1050,0,0,2,Saturday,Police,F,7,37.9,1.5786392099680724,Gry i konsole,4,0
99,100024,2021-01-30 02:38:10,102,1048,0,0,2,Saturday,Police,F,7,63.49,1.802705327074352,Gry i konsole,5,0
100,100024,2021-01-30 02:42:49,102,1052,0,0,2,Saturday,Police,F,7,78.9,1.8970770032094204,Gry i konsole,6,0
101,100024,2021-01-30 02:43:05,102,1057,0,0,2,Saturday,Police,F,7,19.99,1.300812794118117,Gry i konsole,7,0
102,100024,2021-01-30 02:44:49,102,1055,0,0,2,Saturday,Police,F,7,32.99,1.518382315545344,Gry i konsole,8,0
103,100024,2021-01-30 02:49:43,102,1053,0,0,2,Saturday,Police,F,7,42.9,1.6324572921847242,Gry i konsole,9,0
104,100024,2021-01-30 02:54:10,102,1051,0,0,2,Saturday,Police,F,7,76.9,1.885926339801431,Gry i konsole,10,0
105,100025,2021-01-02 08:00:36,102,1283,0,15,8,Saturday,Police,F,0,99.99,1.9999565683801925,Sprzęt RTV,1,1
106,100025,2021-01-02 08:00:48,102,1283,1,15,8,Saturday,Police,F,0,99.99,1.9999565683801925,Sprzęt RTV,2,1
107,100026,2021-03-21 07:05:02,102,1047,0,0,7,Sunday,Police,F,11,89.9,1.9537596917332287,Gry i konsole,1,1
108,100026,2021-03-21 07:07:15,102,1044,0,0,7,Sunday,Police,F,11,79.9,1.9025467793139914,Gry i konsole,2,1
109,100026,2021-03-21 07:12:04,102,1043,0,0,7,Sunday,Police,F,11,109.0,2.037426497940624,Gry i konsole,3,1
110,100026,2021-03-21 07:12:10,102,1043,1,0,7,Sunday,Police,F,11,109.0,2.037426497940624,Gry i konsole,4,1
111,100027,2021-01-22 03:26:34,102,1002,0,5,3,Friday,Police,F,1,2048.5,3.311435968289161,Komputery,1,0
112,100027,2021-01-22 03:27:43,102,1079,0,5,3,Friday,Police,F,1,4598.0,3.6625689669332604,Komputery,2,0
113,100027,2021-01-22 03:31:49,102,1081,0,5,3,Friday,Police,F,1,5259.0,3.7209031708134575,Komputery,3,0
114,100027,2021-01-22 03:32:23,102,1077,0,5,3,Friday,Police,F,1,3777.0,3.577146984827525,Komputery,4,0
115,100027,2021-01-22 03:36:13,102,1080,0,5,3,Friday,Police,F,1,5301.9,3.724431532175318,Komputery,5,0
116,100027,2021-01-22 03:37:35,102,1003,0,5,3,Friday,Police,F,1,7639.0,3.88303651002768,Komputery,6,0
117,100027,2021-01-22 03:39:22,102,1075,0,5,3,Friday,Police,F,1,1998.14,3.3006259138686387,Komputery,7,0
118,100027,2021-01-22 03:41:02,102,1076,0,5,3,Friday,Police,F,1,2399.0,3.380030247967831,Komputery,8,0
119,100028,2021-02-07 18:07:32,102,1283,0,20,18,Sunday,Police,F,0,99.99,1.9999565683801925,Sprzęt RTV,1,1
120,100028,2021-02-07 18:09:15,102,1283,1,20,18,Sunday,Police,F,0,99.99,1.9999565683801925,Sprzęt RTV,2,1
121,100029,2021-03-01 02:00:05,102,1234,0,0,2,Monday,Police,F,8,193.0,2.285557309007774,Sprzęt RTV,1,1
122,100029,2021-03-01 02:04:52,102,1233,0,0,2,Monday,Police,F,8,109.0,2.037426497940624,Sprzęt RTV,2,1
123,100029,2021-03-01 02:05:45,102,1233,1,0,2,Monday,Police,F,8,109.0,2.037426497940624,Sprzęt RTV,3,1
124,100030,2021-03-14 12:58:26,102,1017,0,0,12,Sunday,Police,F,12,399.0,2.6009728956867484,Komputery,1,1
125,100030,2021-03-14 13:02:31,102,1034,0,0,13,Sunday,Police,F,12,1079.0,3.0330214446829107,Komputery,2,1
126,100030,2021-03-14 13:03:56,102,1025,0,0,13,Sunday,Police,F,12,349.0,2.5428254269591797,Komputery,3,1
127,100030,2021-03-14 13:07:35,102,1038,0,0,13,Sunday,Police,F,12,1117.01,3.0480570611419107,Komputery,4,1
128,100030,2021-03-14 13:07:44,102,1039,0,0,13,Sunday,Police,F,12,269.0,2.429752280002408,Komputery,5,1
129,100030,2021-03-14 13:11:50,102,1036,0,0,13,Sunday,Police,F,12,639.0,2.8055008581584002,Komputery,6,1
130,100030,2021-03-14 13:12:50,102,1032,0,0,13,Sunday,Police,F,12,688.78,2.838080528085926,Komputery,7,1
131,100030,2021-03-14 13:13:32,102,1030,0,0,13,Sunday,Police,F,12,739.0,2.8686444383948255,Komputery,8,1
132,100030,2021-03-14 13:14:36,102,1033,0,0,13,Sunday,Police,F,12,3029.0,3.481299273332856,Komputery,9,1
133,100030,2021-03-14 13:17:46,102,1037,0,0,13,Sunday,Police,F,12,799.0,2.902546779313991,Komputery,10,1
134,100030,2021-03-14 13:21:43,102,1037,1,0,13,Sunday,Police,F,12,799.0,2.902546779313991,Komputery,11,1
135,100031,2021-03-30 00:13:12,102,1008,0,15,0,Tuesday,Police,F,6,49.99,1.6988831367525903,Gry i konsole,1,1
136,100031,2021-03-30 00:14:37,102,1004,0,15,0,Tuesday,Police,F,6,49.99,1.6988831367525903,Gry i konsole,2,1
137,100031,2021-03-30 00:18:42,102,1010,0,15,0,Tuesday,Police,F,6,89.99,1.9541942518158624,Gry i konsole,3,1
138,100031,2021-03-30 00:20:08,102,1007,0,15,0,Tuesday,Police,F,6,89.99,1.9541942518158624,Gry i konsole,4,1
139,100031,2021-03-30 00:21:08,102,1005,0,15,0,Tuesday,Police,F,6,49.99,1.6988831367525903,Gry i konsole,5,1
140,100031,2021-03-30 00:22:15,102,1009,0,15,0,Tuesday,Police,F,6,69.0,1.8388490907372552,Gry i konsole,6,1
141,100031,2021-03-30 00:25:06,102,1011,0,15,0,Tuesday,Police,F,6,139.99,2.1460970135358695,Gry i konsole,7,1
142,100031,2021-03-30 00:29:42,102,1011,1,15,0,Tuesday,Police,F,6,139.99,2.1460970135358695,Gry i konsole,8,1
143,100032,2021-03-01 22:25:03,102,1035,0,15,22,Monday,Police,F,10,2199.9,3.342402939715273,Telefony i akcesoria,1,1
144,100032,2021-03-01 22:28:25,102,1035,1,15,22,Monday,Police,F,10,2199.9,3.342402939715273,Telefony i akcesoria,2,1
145,100033,2021-02-24 02:02:49,102,1030,0,5,2,Wednesday,Police,F,12,739.0,2.8686444383948255,Komputery,1,0
146,100033,2021-02-24 02:04:28,102,1034,0,5,2,Wednesday,Police,F,12,1079.0,3.0330214446829107,Komputery,2,0
147,100033,2021-02-24 02:05:02,102,1037,0,5,2,Wednesday,Police,F,12,799.0,2.902546779313991,Komputery,3,0
148,100033,2021-02-24 02:08:49,102,1033,0,5,2,Wednesday,Police,F,12,3029.0,3.481299273332856,Komputery,4,0
149,100033,2021-02-24 02:09:56,102,1038,0,5,2,Wednesday,Police,F,12,1117.01,3.0480570611419107,Komputery,5,0
150,100033,2021-02-24 02:10:22,102,1032,0,5,2,Wednesday,Police,F,12,688.78,2.838080528085926,Komputery,6,0
151,100034,2021-03-21 21:19:23,102,1067,0,0,21,Sunday,Police,F,10,207.33,2.316662147688631,Telefony i akcesoria,1,0
152,100034,2021-03-21 21:21:36,102,1035,0,0,21,Sunday,Police,F,10,2199.9,3.342402939715273,Telefony i akcesoria,2,0
153,100035,2021-01-05 17:40:53,102,1234,0,20,17,Tuesday,Police,F,8,193.0,2.285557309007774,Sprzęt RTV,1,1
154,100035,2021-01-05 17:41:44,102,1234,1,20,17,Tuesday,Police,F,8,193.0,2.285557309007774,Sprzęt RTV,2,1
155,100036,2021-02-07 04:40:38,102,1004,0,0,4,Sunday,Police,F,6,49.99,1.6988831367525903,Gry i konsole,1,1
156,100036,2021-02-07 04:40:53,102,1006,0,0,4,Sunday,Police,F,6,59.9,1.7774268223893115,Gry i konsole,2,1
157,100036,2021-02-07 04:44:15,102,1006,1,0,4,Sunday,Police,F,6,59.9,1.7774268223893115,Gry i konsole,3,1
158,100037,2021-02-26 10:26:37,102,1233,0,0,10,Friday,Police,F,8,109.0,2.037426497940624,Sprzęt RTV,1,1
159,100037,2021-02-26 10:27:35,102,1233,1,0,10,Friday,Police,F,8,109.0,2.037426497940624,Sprzęt RTV,2,1
160,100039,2021-03-31 06:06:15,102,1017,0,10,6,Wednesday,Police,F,12,399.0,2.6009728956867484,Komputery,1,0
161,100039,2021-03-31 06:07:31,102,1030,0,10,6,Wednesday,Police,F,12,739.0,2.8686444383948255,Komputery,2,0
162,100039,2021-03-31 06:08:22,102,1032,0,10,6,Wednesday,Police,F,12,688.78,2.838080528085926,Komputery,3,0
163,100039,2021-03-31 06:10:07,102,1036,0,10,6,Wednesday,Police,F,12,639.0,2.8055008581584002,Komputery,4,0
164,100039,2021-03-31 06:10:49,102,1038,0,10,6,Wednesday,Police,F,12,1117.01,3.0480570611419107,Komputery,5,0
165,100039,2021-03-31 06:13:42,102,1025,0,10,6,Wednesday,Police,F,12,349.0,2.5428254269591797,Komputery,6,0
166,100039,2021-03-31 06:16:38,102,1039,0,10,6,Wednesday,Police,F,12,269.0,2.429752280002408,Komputery,7,0
167,100039,2021-03-31 06:17:43,102,1034,0,10,6,Wednesday,Police,F,12,1079.0,3.0330214446829107,Komputery,8,0
168,100039,2021-03-31 06:20:12,102,1037,0,10,6,Wednesday,Police,F,12,799.0,2.902546779313991,Komputery,9,0
169,100040,2021-01-29 14:39:26,102,1278,0,10,14,Friday,Police,F,13,78.9,1.8970770032094204,Sprzęt RTV,1,1
170,100040,2021-01-29 14:42:27,102,1281,0,10,14,Friday,Police,F,13,64.8,1.8115750058705933,Sprzęt RTV,2,1
171,100040,2021-01-29 14:42:48,102,1281,1,10,14,Friday,Police,F,13,64.8,1.8115750058705933,Sprzęt RTV,3,1
172,100041,2021-03-31 16:54:19,102,1233,0,0,16,Wednesday,Police,F,8,109.0,2.037426497940624,Sprzęt RTV,1,1
173,100041,2021-03-31 16:55:17,102,1234,0,0,16,Wednesday,Police,F,8,193.0,2.285557309007774,Sprzęt RTV,2,1
174,100041,2021-03-31 16:58:18,102,1234,1,0,16,Wednesday,Police,F,8,193.0,2.285557309007774,Sprzęt RTV,3,1
175,100042,2021-01-31 20:53:05,102,1073,0,20,20,Sunday,Police,F,5,129.0,2.110589710299249,Telefony i akcesoria,1,0
176,100042,2021-01-31 20:55:46,102,1222,0,20,20,Sunday,Police,F,5,245.0,2.3891660843645326,Telefony i akcesoria,2,0
177,100042,2021-01-31 20:56:32,102,1072,0,20,20,Sunday,Police,F,5,299.0,2.4756711883244296,Telefony i akcesoria,3,0
178,100042,2021-01-31 21:01:29,102,1201,0,20,21,Sunday,Police,F,5,327.47,2.51517151980495,Telefony i akcesoria,4,0
179,100043,2021-03-04 01:26:18,102,1036,0,0,1,Thursday,Police,F,12,639.0,2.8055008581584002,Komputery,1,1
180,100043,2021-03-04 01:27:49,102,1025,0,0,1,Thursday,Police,F,12,349.0,2.5428254269591797,Komputery,2,1
181,100043,2021-03-04 01:31:02,102,1025,1,0,1,Thursday,Police,F,12,349.0,2.5428254269591797,Komputery,3,1
182,100044,2021-03-18 03:55:58,102,1281,0,15,3,Thursday,Police,F,13,64.8,1.8115750058705933,Sprzęt RTV,1,1
183,100044,2021-03-18 04:00:19,102,1281,1,15,4,Thursday,Police,F,13,64.8,1.8115750058705933,Sprzęt RTV,2,1
184,100045,2021-01-01 04:15:04,102,1318,0,0,4,Friday,Police,F,3,553.0,2.7427251313046983,Sprzęt RTV,1,1
185,100045,2021-01-01 04:16:38,102,1318,1,0,4,Friday,Police,F,3,553.0,2.7427251313046983,Sprzęt RTV,2,1
186,100046,2021-01-31 10:19:26,102,1054,0,15,10,Sunday,Police,F,7,32.99,1.518382315545344,Gry i konsole,1,0
187,100046,2021-01-31 10:23:29,102,1052,0,15,10,Sunday,Police,F,7,78.9,1.8970770032094204,Gry i konsole,2,0
188,100046,2021-01-31 10:27:23,102,1053,0,15,10,Sunday,Police,F,7,42.9,1.6324572921847242,Gry i konsole,3,0
189,100047,2021-02-09 03:16:10,102,1050,0,0,3,Tuesday,Police,F,7,37.9,1.5786392099680724,Gry i konsole,1,1
190,100047,2021-02-09 03:17:08,102,1055,0,0,3,Tuesday,Police,F,7,32.99,1.518382315545344,Gry i konsole,2,1
191,100047,2021-02-09 03:22:08,102,1056,0,0,3,Tuesday,Police,F,7,29.99,1.476976465759527,Gry i konsole,3,1
192,100047,2021-02-09 03:26:59,102,1056,1,0,3,Tuesday,Police,F,7,29.99,1.476976465759527,Gry i konsole,4,1
193,100048,2021-01-28 02:05:40,102,1318,0,15,2,Thursday,Police,F,3,553.0,2.7427251313046983,Sprzęt RTV,1,1
194,100048,2021-01-28 02:06:56,102,1318,1,15,2,Thursday,Police,F,3,553.0,2.7427251313046983,Sprzęt RTV,2,1
195,100049,2021-01-20 08:22:37,102,1278,0,0,8,Wednesday,Police,F,13,78.9,1.8970770032094204,Sprzęt RTV,1,0
196,100049,2021-01-20 08:23:33,102,1281,0,0,8,Wednesday,Police,F,13,64.8,1.8115750058705933,Sprzęt RTV,2,0
197,100050,2021-03-21 02:11:30,102,1080,0,0,2,Sunday,Police,F,1,5301.9,3.724431532175318,Komputery,1,1
198,100050,2021-03-21 02:15:36,102,1079,0,0,2,Sunday,Police,F,1,4598.0,3.6625689669332604,Komputery,2,1
199,100050,2021-03-21 02:15:49,102,1081,0,0,2,Sunday,Police,F,1,5259.0,3.7209031708134575,Komputery,3,1
200,100050,2021-03-21 02:16:07,102,1081,1,0,2,Sunday,Police,F,1,5259.0,3.7209031708134575,Komputery,4,1
201,100051,2021-04-01 11:53:22,102,1084,0,0,11,Thursday,Police,F,11,99.99,1.9999565683801925,Gry i konsole,1,1
202,100051,2021-04-01 11:56:56,102,1045,0,0,11,Thursday,Police,F,11,59.9,1.7774268223893115,Gry i konsole,2,1
203,100051,2021-04-01 11:57:11,102,1045,1,0,11,Thursday,Police,F,11,59.9,1.7774268223893115,Gry i konsole,3,1
204,100052,2021-01-23 17:23:45,102,1048,0,0,17,Saturday,Police,F,7,63.49,1.802705327074352,Gry i konsole,1,0
205,100052,2021-01-23 17:27:41,102,1053,0,0,17,Saturday,Police,F,7,42.9,1.6324572921847242,Gry i konsole,2,0
206,100052,2021-01-23 17:28:26,102,1057,0,0,17,Saturday,Police,F,7,19.99,1.300812794118117,Gry i konsole,3,0
207,100052,2021-01-23 17:33:09,102,1049,0,0,17,Saturday,Police,F,7,17.9,1.252853030979893,Gry i konsole,4,0
208,100052,2021-01-23 17:36:21,102,1056,0,0,17,Saturday,Police,F,7,29.99,1.476976465759527,Gry i konsole,5,0
